company_name,rating,reviews,jobs,interviews,highly_rated_for,critically_rated_for,salary_range
Avery Dennison,4.0,382,29,21,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,Average
Novotel Hotels,4.3,382,--,18,"Job Security, Skill Development / Learning, Company Culture",,High
V.S.T Tillers Tractors,3.6,382,--,31,,"Promotions / Appraisal, Company Culture, Salary & Benefits",Average
Amri Hospital,4.0,381,--,26,"Skill Development / Learning, Job Security",Promotions / Appraisal,Average
Le Méridien,4.3,381,--,18,"Skill Development / Learning, Job Security, Company Culture",,High
Rusan Pharma,3.5,381,4,20,,"Promotions / Appraisal, Salary & Benefits, Company Culture",Average
HUDL,3.3,381,4,46,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",Average
Legrand,3.7,381,--,16,,"Promotions / Appraisal, Work Satisfaction, Company Culture",Average
LEAP India Private Limited,4.6,381,12,19,"Skill Development / Learning, Salary & Benefits, Company Culture",,High
Nivea,4.3,380,5,18,"Salary & Benefits, Company Culture, Work Life Balance",,High
In Time Tec Visionsoft,4.1,380,34,33,"Skill Development / Learning, Company Culture, Job Security",,High
Enterprise Growth Accelerator,3.5,380,--,11,,"Job Security, Skill Development / Learning, Promotions / Appraisal",Average
Tractebel,4.0,380,3,39,"Salary & Benefits, Work Satisfaction",,Average
ByteDance,4.2,380,--,33,"Company Culture, Work Life Balance, Salary & Benefits",,High
GS Lab,3.8,379,--,55,"Work Life Balance, Company Culture",,Average
Reliance Capital,3.8,379,3,18,Company Culture,Promotions / Appraisal,Average
Global Autotech,4.0,379,2,45,"Skill Development / Learning, Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",Average
Applied Materials,4.0,379,72,67,"Job Security, Company Culture, Skill Development / Learning",,Average
Reliance Infrastructure,4.1,379,1,23,"Work Life Balance, Company Culture",,High
Onshore Construction,3.8,379,2,19,,"Promotions / Appraisal, Company Culture, Work Life Balance",Average
Allianz Partners,3.8,379,17,28,Job Security,Promotions / Appraisal,Average
Varuna Integrated Logistics,3.7,379,92,34,,Promotions / Appraisal,Average
Varuna Integrated Logistics,3.7,379,92,34,,Promotions / Appraisal,Average
Swastika Investmart,4.4,379,5,12,"Company Culture, Job Security, Work Life Balance",,High
Sandoz,4.0,379,317,15,"Salary & Benefits, Company Culture, Work Life Balance",Promotions / Appraisal,Average
Black Knight,3.6,378,--,28,,"Promotions / Appraisal, Company Culture, Skill Development / Learning",Average
Lernx,4.1,378,--,51,"Skill Development / Learning, Company Culture, Work Life Balance",,High
Finolex Industries,3.9,378,2,30,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning",Average
DATAMARK BPO SERVICE (P) LTD,3.7,378,13,19,Job Security,Promotions / Appraisal,Average
Jubilant Ingrevia,3.8,378,--,32,Job Security,Promotions / Appraisal,Average
Toyoda Gosei Minda,4.2,377,--,20,"Job Security, Skill Development / Learning, Work Life Balance",,High
Bharat Fritz Werner,3.8,377,2,21,,"Promotions / Appraisal, Salary & Benefits, Company Culture",Average
Regalix,2.9,377,56,42,,"Promotions / Appraisal, Work Satisfaction, Company Culture",Below Average
Mobile Programming,2.9,377,40,60,,"Job Security, Promotions / Appraisal, Company Culture",Below Average
Red Hat,4.3,377,11,55,"Work Life Balance, Company Culture, Skill Development / Learning",,High
Metro Group of Hospitals,3.8,377,3,12,,"Salary & Benefits, Promotions / Appraisal, Company Culture",Average
Leighton Contractors,4.2,377,--,13,"Salary & Benefits, Company Culture, Work Life Balance",Job Security,High
Value Point Systems,3.8,376,12,19,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",Average
F1 Info Solutions and Services,3.8,376,--,15,,"Promotions / Appraisal, Job Security, Salary & Benefits",Average
Maharashtra Seamless,3.6,376,1,38,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits",Average
Capital Business Systems,3.7,375,9,20,,"Promotions / Appraisal, Salary & Benefits, Job Security",Average
Groupm Media,4.0,375,3,31,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",Average
Chaitanya India Fin Credit,4.1,375,4,26,"Company Culture, Skill Development / Learning, Work Life Balance",,High
SNS College of Technology,4.9,374,--,17,"Company Culture, Work Satisfaction, Skill Development / Learning",,High
Schwing Stetter,4.1,374,55,26,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,High
PULSUS HealthTech Group,3.9,374,--,31,"Work Life Balance, Company Culture, Skill Development / Learning",,Average
Ryan,4.5,374,18,20,"Job Security, Company Culture, Work Life Balance",,High
Del Monte Foods,4.0,374,9,15,"Work Life Balance, Job Security",Promotions / Appraisal,Average
Subex,3.5,373,--,33,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Average
Jubilant Agri and Consumer Products,4.0,373,--,27,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal,Average
Securitas,3.8,373,4,28,,Promotions / Appraisal,Average
Tata International,3.7,373,10,17,Job Security,Promotions / Appraisal,Average
Kokilaben Dhirubhai Ambani Hospital,3.8,373,11,19,"Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits",Average
BDO,3.3,373,4,41,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Average
Orra Fine Jewellery,3.6,373,27,28,,"Work Satisfaction, Company Culture, Promotions / Appraisal",Average
360 Realtors,3.9,373,16,35,"Skill Development / Learning, Company Culture, Promotions / Appraisal",,Average
Scientific Publishing Services,3.9,372,--,16,Job Security,"Promotions / Appraisal, Salary & Benefits",Average
Ralson Tyres Limited,3.7,372,9,33,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",Average
DFM Foods,4.1,372,9,28,"Salary & Benefits, Company Culture, Work Life Balance",,High
EC-Council,4.5,372,2,18,"Work Life Balance, Job Security, Work Satisfaction",,High
Dimension Data,4.3,371,--,8,"Work Life Balance, Skill Development / Learning, Company Culture",,High
Orcapod Consulting Services,3.4,371,11,24,,"Promotions / Appraisal, Job Security, Salary & Benefits",Average
Aurionpro Solutions,3.5,371,31,26,,"Promotions / Appraisal, Company Culture, Skill Development / Learning",Average
Lakme,4.1,371,1,14,"Skill Development / Learning, Job Security, Salary & Benefits",Promotions / Appraisal,High
Datamatics Business Solutions,3.4,371,13,37,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Average
Country Holidays Travel India,4.3,370,--,404,"Work Life Balance, Company Culture, Work Satisfaction",,High
Vimta Labs,3.5,370,7,29,,"Promotions / Appraisal, Salary & Benefits, Company Culture",Average
BKT Tyres,4.0,370,11,52,"Job Security, Salary & Benefits",,Average
Kaya Skin Clinic,4.0,370,8,16,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,Average
Fenesta Building Systems,4.0,370,--,24,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,Average
Capital Foods,4.1,370,--,28,"Salary & Benefits, Work Life Balance, Work Satisfaction",,High
Axa XL,3.7,370,89,33,"Job Security, Work Life Balance","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",Average
ITI,3.7,369,--,32,"Work Life Balance, Work Satisfaction, Skill Development / Learning",Salary & Benefits,Average
Annalect,3.5,369,--,59,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",Average
Usha Martin,4.2,369,--,17,"Job Security, Work Life Balance, Skill Development / Learning",,High
Macquarie Group,3.3,369,--,40,,"Promotions / Appraisal, Work Satisfaction, Job Security",Average
Plastic Omnium,3.8,368,2,23,,Promotions / Appraisal,Average
Alpla,4.0,368,14,24,"Job Security, Skill Development / Learning, Company Culture",,Average
CWT,4.0,368,--,5,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,Average
C5i,4.0,368,18,42,"Job Security, Company Culture, Work Life Balance",,Average
Stellantis,3.4,368,--,44,,"Promotions / Appraisal, Salary & Benefits, Company Culture",Average
Keysight Technologies,4.0,367,--,28,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,Average
Metalman Auto,4.1,367,7,17,"Job Security, Company Culture, Skill Development / Learning",,High
Polestar Solutions & Services India,4.3,367,8,17,"Skill Development / Learning, Company Culture, Job Security",,High
Myk Laticrete,4.1,367,21,16,"Job Security, Salary & Benefits, Skill Development / Learning",,High
Muthoottu Mini Financiers,3.8,367,2,17,,"Promotions / Appraisal, Salary & Benefits",Average
Addverb Technologies,3.9,367,25,52,"Salary & Benefits, Skill Development / Learning, Company Culture",,Average
Nspira Management Services,3.7,367,5,23,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",Average
BCG,3.8,367,18,186,"Salary & Benefits, Skill Development / Learning","Work Life Balance, Promotions / Appraisal",Average
Solv,3.7,366,--,32,Salary & Benefits,"Job Security, Work Satisfaction, Promotions / Appraisal",Average
Wabtec,4.0,366,--,39,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,Average
Utkarsh Classes,4.5,366,19,8,"Company Culture, Skill Development / Learning, Work Satisfaction",,High
TransUnion,3.9,366,68,82,"Company Culture, Work Life Balance, Salary & Benefits",,Average
Mahanagar Gas,4.3,365,3,27,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,High
Exicom,3.9,365,7,34,Work Life Balance,Promotions / Appraisal,Average
Bada Business,3.6,365,7,23,,"Job Security, Promotions / Appraisal, Work Life Balance",Average
Nash Industries,3.6,365,7,27,,"Promotions / Appraisal, Salary & Benefits, Company Culture",Average
Chemplast Sanmar,3.6,364,14,34,Job Security,"Company Culture, Promotions / Appraisal, Salary & Benefits",Average
Markets and Markets,3.3,364,6,46,,"Skill Development / Learning, Work Satisfaction, Promotions / Appraisal",Average
Honeywell International India,4.0,364,211,31,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,Average
MagicPin,3.1,364,23,47,,"Job Security, Work Life Balance, Work Satisfaction",Average
Aker Solutions,4.0,364,6,32,"Work Life Balance, Company Culture",Promotions / Appraisal,Average
APL Apollo Tubes,3.9,364,4,24,,Promotions / Appraisal,Average
Honeywell International India,4.0,364,211,31,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,Average
Markets and Markets,3.3,364,6,46,,"Skill Development / Learning, Work Satisfaction, Promotions / Appraisal",Average
Pierian Services,4.0,364,7,26,"Job Security, Work Life Balance, Skill Development / Learning",,Average
Franchise India Brands,2.1,363,18,20,,"Job Security, Company Culture, Work Satisfaction",Below Average
Aptech,3.6,363,--,21,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",Average
Udaan India - The Original Visa Company,4.2,363,--,23,"Skill Development / Learning, Salary & Benefits, Work Satisfaction",Job Security,High
Par Pharmaceutical Companies,4.3,363,2,23,"Salary & Benefits, Work Life Balance, Company Culture",,High
Zudio,4.0,363,--,28,"Job Security, Skill Development / Learning, Salary & Benefits",,Average
5paisa Capital Ltd.,3.9,362,1,30,"Company Culture, Salary & Benefits, Skill Development / Learning",,Average
Pearson Education India,4.0,362,22,7,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,Average
Hexagon Nutrition,3.9,362,3,11,Skill Development / Learning,,Average
Action Tesa,3.8,362,1,28,Job Security,Promotions / Appraisal,Average
JBS Enterprises,3.2,362,1,25,,"Salary & Benefits, Promotions / Appraisal, Company Culture",Average
SPAR Hypermarkets,4.1,362,1,14,"Job Security, Company Culture, Salary & Benefits",,High
Bridgestone India Automotive Products,4.2,362,1,23,"Job Security, Work Life Balance, Company Culture",,High
Flamingo Pharmaceuticals,3.2,361,35,25,,"Promotions / Appraisal, Salary & Benefits, Company Culture",Average
Harman Finochem,3.5,361,20,27,,"Promotions / Appraisal, Salary & Benefits, Company Culture",Average
Star Bazaar,4.2,361,--,15,"Job Security, Company Culture, Work Life Balance",,High
Mars International India,4.3,361,12,15,"Company Culture, Salary & Benefits, Skill Development / Learning",,High
Venky's,3.8,361,--,16,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",Average
Self Practice,4.4,360,--,57,"Skill Development / Learning, Work Satisfaction, Work Life Balance",,High
JoulestoWatts Business Solutions,2.9,360,9,21,,"Job Security, Promotions / Appraisal, Company Culture",Below Average
Maxop Engineering Co.,4.1,360,3,32,"Salary & Benefits, Promotions / Appraisal, Skill Development / Learning",,High
ABCI Infrastructures,3.5,360,--,48,,"Promotions / Appraisal, Job Security, Salary & Benefits",Average
Lido Learning,2.3,360,--,63,,"Job Security, Company Culture, Work Satisfaction",Below Average
Alankit,3.3,360,5,24,,"Promotions / Appraisal, Job Security, Salary & Benefits",Average
Protiviti,3.3,360,68,50,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",Average
Safari Industries India,4.1,359,7,18,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,High
Mahendra NextWealth IT,3.8,359,--,11,Job Security,"Salary & Benefits, Promotions / Appraisal",Average
Teradata,3.9,359,14,48,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,Average
Expertrons,4.0,359,5,38,"Skill Development / Learning, Company Culture, Salary & Benefits",,Average
ARMSOFTECH.AIR,3.4,359,--,22,,"Promotions / Appraisal, Salary & Benefits, Company Culture",Average
SABIC,4.2,359,4,26,"Work Life Balance, Company Culture, Job Security",,High
Moser Baer,4.3,358,--,7,"Company Culture, Skill Development / Learning, Work Life Balance",,High
HBL Global,3.9,358,--,8,"Skill Development / Learning, Job Security, Company Culture",,Average
Corporate Infotech,3.9,358,5,22,"Work Life Balance, Company Culture",Promotions / Appraisal,Average
B. Braun Medical,4.0,358,--,18,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,Average
Morepen Laboratories,3.8,358,40,20,Job Security,Promotions / Appraisal,Average
Fynd,3.6,358,3,48,Salary & Benefits,Job Security,Average
Schoolnet India,3.8,358,7,13,"Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",Average
QSpiders,3.7,358,--,64,,"Promotions / Appraisal, Job Security, Salary & Benefits",Average
Laxmi Organic Industries,4.2,358,6,26,"Job Security, Skill Development / Learning, Company Culture",,High
CommScope,3.7,357,8,32,Work Life Balance,Promotions / Appraisal,Average
Visaka Industries,4.0,357,7,25,"Job Security, Work Life Balance",,Average
TTK Healthcare,4.2,357,--,12,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,High
Jumbotail Technologies,3.7,356,--,32,,"Promotions / Appraisal, Job Security, Work Life Balance",Average
Mikuni,4.2,356,--,20,"Job Security, Work Life Balance, Company Culture",,High
Insolutions Global,3.7,356,8,24,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",Average
Akamai Technologies,4.4,356,33,57,"Work Life Balance, Company Culture, Salary & Benefits",,High
Bhilosa Industries,3.8,356,5,22,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",Average
St. Xavier's High School,4.0,356,--,14,Skill Development / Learning,,Average
Penna Cement Industries,4.2,355,--,11,"Job Security, Work Life Balance, Work Satisfaction",,High
Sanmina Sci,4.1,355,--,26,"Skill Development / Learning, Work Satisfaction, Job Security",Promotions / Appraisal,High
Medica Superspecialty Hospital,3.7,355,16,16,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",Average
Titan Engineering & Automation,4.0,355,--,30,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Work Life Balance",Average
